id paper,doi,approches,approche simplifié,main method,other method,Application,score,times cited,weighted score,results,year,title,abstract,associated main word,Quartile,journal or conference,Publication type,Data used,keywords,keywords_plus,etat,commentaires
754,10.1016/j.ecoinf.2023.102027,Machine learning,Machine learning,RF,OBIA,mangrove mapping,1.491,17,,,2023,"Mangrove zonation mapping in West Africa, at 10-m resolution, optimized for inter-annual monitoring","The surface area of mangrove ecosystems in Senegal have fluctuated substantially over several decades. Satellite data at 10 to 30-m resolution, which has been available since the 1980s, has allowed the mapping and quan-tification of these dynamics. However, the plant formations have reorganized internally; this has not been well-documented, possibly because there is no established method for detecting zonation of the Senegalese mangrove. This paper proposes a two-step method for mapping the zonation of the Saloum Delta mangrove. First, mangrove surfaces were detected using machine learning methods from an object-based time series. Finally, a typology was developed through object-based clustering using time-series metrics derived from the harmonic regression modeling of the vegetation fraction. A comparison with field data allowed us to determine the number of classes and discriminating variables. The results showed that the selected method resulted in an overall accuracy of 97.55% (Kappa = 95.42) for the land cover at 4 classes (Water, Mangrove, Salt flats, Other land covers), with an F1-Score of 98.91% for the mangroves. Second, our results suggest that the annual trend of the vegetation fraction at the object scale is effective in differentiating mangrove zonation into three classes based on canopy density and stand height (HM: High mangrove; LDM: Low and dense mangrove; LOM: Low and open mangrove). Finally, the temporal stability of the classes and uncertainty around the magnitudes of the plant fraction values per class were assessed by Bayesian inference. An overall accuracy of 85.5% can be expected to identify the zonation typology on an inter-annual scale. This mapping technique can be used to characterize the rate of change in zonation in response to environmental changes and to guide management strategies.",mangrove ecosystems,Q1,Elsevier (Ecological Informatics),journal,Sentinel-2,Mangrove; Sentinel-2; Sentinel-1; Times series; Machine learning; OBIA,DIFFERENCE WATER INDEX; LAND-COVER CHANGES; TIME-SERIES; IMAGE SEGMENTATION; GUINEA-BISSAU; RANDOM FOREST; CLASSIFICATION; DYNAMICS; LANDSCAPE; SELECTION,lu,
468,10.3897/natureconservation.52.89639,Machine learning,Machine learning,RF vs SVM,OBIA,mangrove mapping,0.556,14,,,2023,"Evaluating resampled and fused Sentinel-2 data and machine-learning algorithms for mangrove mapping in the northern coast of Qeshm island, Iran","Mangrove forests, as an essential component of the coastal zones in tropical and subtropical areas, provide a wide range of goods and ecosystem services that play a vital role in ecology. Mangroves are globally threatened, disappearing, and degraded. Consequently, knowledge on mangroves distribution and change is important for effective conservation and making protection policies. Developing remote sensing data and classification methods have proven to be suitable tools for mapping mangrove forests over a regional scale. Here, we scrutinized and compared the performance of pixel-based and object-based methods under Support Vector Machine (SVM) and Random Forest (RF) algorithms in mapping a mangrove ecosystem into four main classes (Mangrove tree, mudflat, water, and sand spit) using resampled and fused Senti-nel-2 images. Additionally, landscape metrics were used to identify the differences between spatial patterns obtained from different classification methods. Results showed that pixel-based classifications were influ-enced heavily by the effect of salt and pepper noise, whereas in object-based classifications, boundaries of land use land cover (LULC) polygons were smoother and visually more appealing. Object-based clas-sifications, with an excellent level of kappa, distinguished mudflat and sand spit from each other and from mangrove better than the pixel-based classifications which obtained a fair-to-good level of kappa. RF and SVM performed differently under comparable circumstances. The results of landscape metrics comparison presented that the classification methods can be affected on quantifying area and size metrics. Although the results supported the idea that fused Sentinel images may provide better results in mangrove LULC classification, further research needs to develop and evaluate various image fusion approaches to make use of all Sentinel's fine resolution images. Our results on the mapping of mangrove ecosystems can contribute to the improvement of management and conservation strategies for these ecosystems being impacted by human activities.",mangrove forests,Q2,Nature Conservation,journal,Sentinel-2,image fusion; landscape metric; mangroves; object-based classification; Sentinel-2,IMAGE FUSION METHODS; REMOTE-SENSING DATA; WATER INDEX NDWI; LANDSAT 8; CLASSIFICATION; URBAN; ECOSYSTEMS; VEGETATION; FORESTS; ESTUARY,lu,
665,10.3389/feart.2020.560933,Machine learning,Machine learning,RF+GBM+NN,,mangrove mapping,0.640,84,,,2021,Large-Scale High-Resolution Coastal Mangrove Forests Mapping Across West Africa With Machine Learning Ensemble and Satellite Big Data,"Coastal mangrove forests provide important ecosystem goods and services, including carbon sequestration, biodiversity conservation, and hazard mitigation. However, they are being destroyed at an alarming rate by human activities. To characterize mangrove forest changes, evaluate their impacts, and support relevant protection and restoration decision making, accurate and up-to-date mangrove extent mapping at large spatial scales is essential. Available large-scale mangrove extent data products use a single machine learning method commonly with 30 m Landsat imagery, and significant inconsistencies remain among these data products. With huge amounts of satellite data involved and the heterogeneity of land surface characteristics across large geographic areas, finding the most suitable method for large-scale high-resolution mangrove mapping is a challenge. The objective of this study is to evaluate the performance of a machine learning ensemble for mangrove forest mapping at 20 m spatial resolution across West Africa using Sentinel-2 (optical) and Sentinel-1 (radar) imagery. The machine learning ensemble integrates three commonly used machine learning methods in land cover and land use mapping, including Random Forest (RF), Gradient Boosting Machine (GBM), and Neural Network (NN). The cloud-based big geospatial data processing platform Google Earth Engine (GEE) was used for pre-processing Sentinel-2 and Sentinel-1 data. Extensive validation has demonstrated that the machine learning ensemble can generate mangrove extent maps at high accuracies for all study regions in West Africa (92%-99% Producer's Accuracy, 98%-100% User's Accuracy, 95%-99% Overall Accuracy). This is the first-time that mangrove extent has been mapped at a 20 m spatial resolution across West Africa. The machine learning ensemble has the potential to be applied to other regions of the world and is therefore capable of producing high-resolution mangrove extent maps at global scales periodically.",mangrove forests,Q2,Frontiers (Earth Science),,"Sentinel-1,Sentinel-2",coastal environment; land cover and land use; mangrove forests; remote sensing; machine learning; high resolution; satellite big data; large scale,NEURAL-NETWORK CLASSIFICATION; LANDSAT-8 DATA; COVER; BIOMASS; EXTENT; OPPORTUNITIES; SENTINEL-2; ALGORITHMS; HEIGHT; MARSH,lu,
106,10.3390/rs14133112,Machine learning and approach based on spectral indices,Machine learning,"Submerged Mangrove Recognition Index (SMRI), SVM",,mangrove mapping,1.019,13,,,2022,An Improved Submerged Mangrove Recognition Index-Based Method for Mapping Mangrove Forests by Removing the Disturbance of Tidal Dynamics and S. alterniflora,"Currently, it is a great challenge for remote sensing technology to accurately map mangrove forests owing to periodic inundation. A submerged mangrove recognition index (SMRI) using two high- and low-tide images was recently proposed to remove the influence of tides and identify mangrove forests. However, when the tidal height of the selected low-tide image is not at the lowest tidal level, the corresponding SMRI does not function well, which results in mangrove forests below the low tidal height being undetected. Furthermore, Spartina alterniflora Loisel (S. alterniflora) was introduced to China in 1979 and rapidly spread to become the most serious invasive plant along the Chinese coastline. The current SMRI has failed to distinguish S. alterniflora from submerged mangrove forests because of their similar spectral signatures. In this study, an SMRI-based mangrove forest mapping method was developed using the time series of Sentinel-2 images to mitigate the two aforementioned issues. In the proposed method, quantile synthesis was applied to the time series of Sentinel-2 images to generate a lowest-tide synthetic image for creating SMRI to identify submerged mangrove forests. Unsubmerged mangrove forests were classified using a support vector machine, and a preliminary mangrove forest map was created by merging them. In addition, S. alterniflora was distinguished from the mangrove forests by analyzing their phenological differences. Finally, mangrove forest mapping was performed by masking S. alterniflora. The proposed method was applied to the entire coastline of the Guangxi Province, China. The results showed that it can reliably and accurately identify submerged mangrove forests derived from SMRI by synthesizing low- and high-tide images using quantile synthesis, and the differentiation of S. alterniflora using phenological differences results in more accurate mangrove mapping. This work helps to improve the accuracy of mangrove forest mapping using SMRI and its feasibility for coastal wetland monitoring. It also provides data for sustainable management, ecological protection, and restoration of vegetation in coastal zones.",mangrove forests,Q1,MDPI (Remote Sensing),journal,Sentinel-2,mangrove forests; vegetation index; Google Earth Engine; Sentinel-2 imagery; mangrove map,SUPPORT VECTOR MACHINES; SPARTINA-ALTERNIFLORA; BLACK MANGROVE; IMAGERY; CHINA; CLASSIFICATION; GULF; DISCRIMINATION; SELECTION; MAP,lu,
739,10.1038/s41598-024-57563-4,Machine learning,Machine learning,RF,"GLCM, PCA",mangrove mapping and monitoring,0.874,55,,,2024,Mangrove mapping and monitoring using remote sensing techniques towards climate change resilience,"Mangroves are amongst the richest ecosystems in the world providing valuable goods and services to millions of people while enhancing the resilience of coastal communities against climate change induced hazards, especially island nations. However, these mangroves are severely affected by many anthropogenic activities. Therefore, understanding the spatial variability of mangroves in island nations is highly essential in the events of ongoing climatic change. Thus, this study assessed the use of remote sensing techniques and GIS to map and monitor mangrove cover change at selected sites, namely Le Morne and Ferney, on the tropical island of Mauritius. Freely available 2013 SPOT-5 and 2023 Sentinel 2A images were retrieved and processed using ArcGIS Pro tools and SNAP; mangroves were mapped based on Google Earth Pro historical imagery and ground truthing at the respective sites. Following the application of selected vegetation indices, GLCM and PCA analysis, mosaicked images were classified using the Random Trees algorithm. Kappa values of all the classified images were in the 90 s; Le Morne showed a significant increase in mangrove cover over the decadal scale with main class change from mudflat to mangroves. This study demonstrates how geo-spatial tools are crucial for monitoring mangroves as they provide spatially explicit and time sensitive information. Decision makers, researchers, and relevant stakeholders can utilize this data to bolster tailored mitigation and adaptation strategies at specific sites, thereby enhancing resilience to climate change.",monitor mangrove,Q1,nature (scientific reports),journal,"Sentinel-2, SPOT-5",Climate change; Mangroves; Remote sensing; GIS; Mauritius,FORESTS,elimine,
768,10.3390/app11094258,Machine learning,Machine learning,RF,,mangrove mapping,0.521,35,,,2021,Mapping National Mangrove Cover for Belize Using Google Earth Engine and Sentinel-2 Imagery,"In this paper, we present the highest-resolution-available (10 m) national map of the mangrove ecosystems of Belize. These important ecosystems are increasingly threatened by human activities and climate change, support both marine and terrestrial biodiversity, and provide critical ecosystem services to coastal communities in Belize and throughout the Mesoamerican Reef ecoregion. Previous national- and international-level inventories document Belizean mangrove forests at spatial resolutions of 30 m or coarser, but many mangrove patches and loss events may be too small to be accurately mapped at these resolutions. Our 10 m map addresses this need for a finer-scale national mangrove inventory. We mapped mangrove ecosystems in Belize as of 2020 by performing a random forest classification of Sentinel-2 Multispectral Instrument imagery in Google Earth Engine. We mapped a total mangrove area of 578.54 km(2) in 2020, with 372.04 km(2) located on the mainland and 206.50 km(2) distributed throughout the country's islands and cayes. Our findings are substantially different from previous, coarser-resolution national mangrove inventories of Belize, which emphasizes the importance of high-resolution mapping efforts for ongoing conservation efforts.",mangrove cover,Q2,MDPI (Applied Sciences),journal,Sentinel-2,mangrove; Belize; Google Earth Engine; Sentinel-2,FORESTS; CARBON,elimine,methodologie avec RF similaire avec d'autres études
751,10.1016/j.rsase.2023.100978,Machine learning,Machine learning,RF,,mangrove species classification,0.993,32,,,2023,Mangrove species mapping through phenological analysis using random forest algorithm on Google Earth Engine,"Providing rapid, reliable, and accurate mapping methods is essential to support mangrove species inventory and conservation. The vegetative phenological analysis approach can be incorporated to differentiate mangrove species based on time-series image data. This study aims to (1) characterize the phenological signatures of mangrove species in the observed area, and (2) use the vegetative phenological patterns for mangrove species mapping using the random forest (RF) algorithm on the Google Earth Engine (GEE) platform. We characterized the vegetative phenological signatures of mangrove species using 82 filtered Sentinel-2 multi-temporal images from 2018 to 2020. Three vegetation indices, namely Normalized Difference Vegetation Index (NDVI), Enhanced Vegetation Index (EVI), and Soil-Adjusted Vegetation Index (SAVI), were compared to observe the mangrove vegetative phenophases trends using the GEE platform. The Mean Decrease of Gini (MDG) and the Mean Decrease of Accuracy (MDA) were calculated to determine months with critical vegetative phenophases of each mangrove species. There were six mangrove species classes and one intertidal class included in the classification at the Clungup Mangrove Conservation (CMC) area in Malang, Indonesia. Each mangrove species phenophases showed that the curve value increased in the rainy season and decreased in the dry season based on the vegetation index value fluctuations. We found that using RF-based classification, we can use these phenophases patterns to differentiate between one mangrove species to another. Our finding shows that the wet months in the middle to the end of the rainy season play an important role in distinguishing between mangrove species. The vegetative phenological analysis resulted in high accuracy in mapping mangrove species in the study area, with an overall accuracy of 72.01% for EVI, 81.82% for SAVI, and 82.51% for NDVI. The results demonstrated that mangrove species could be differentiated and mapped using vegetative phenological analysis based on multitemporal images.",mangrove species,Q1,Elsevier (Remote Sensing Applications: Society and Environment),journal,Sentinel-2,Mangrove species; Vegetative phenology; Sentinel-2; Random forest; GEE,HYPERSPECTRAL DATA; REMOTE; ECOSYSTEMS; COVER,elimine,
460,10.3390/rs16030494,Machine learning,Machine learning,RF,,mangrove change detection,1.019,12,,,2024,"Evaluating Ecosystem Service Value Changes in Mangrove Forests in Guangxi, China, from 2016 to 2020","Mangrove forests play a vital role in maintaining ecological balance in coastal regions. Accurately assessing changes in the ecosystem service value (ESV) of these mangrove forests requires more precise distribution data and an appropriate set of evaluation methods. In this study, we accurately mapped the spatial distribution data and patterns of mangrove forests in Guangxi province in 2016 and 2020, using 10 m spatial resolution Sentinel-2 imagery, and conducted a comprehensive evaluation of ESV provided by mangrove forests. The results showed that (1) from 2016 to 2020, mangrove forests in Guangxi demonstrated a positive development trend and were undergoing a process of recovery. The area of mangrove forests in Guangxi increased from 6245.15 ha in 2016 to 6750.01 ha in 2020, with a net increase of 504.81 ha, which was mainly concentrated in Lianzhou Bay, Tieshan Harbour, and Dandou Bay; (2) the ESV of mangrove forests was USD 363.78 million in 2016 and USD 390.74 million in 2020; (3) the value of fishery, soil conservation, wave absorption, and pollution purification comprises the largest proportions of the ESV of mangrove forests. This study provides valuable insights and information to enhance our understanding of the relationship between the spatial pattern of mangrove forests and their ecosystem service value.",mangrove forests,Q1,MDPI (Remote Sensing),journal,Sentinel-2,mangrove forests; spatial distribution pattern; ecosystem service value; remote sensing; Guangxi,LAND-USE CHANGES; IMPROVE; IMAGERY; COVER; SCALE,elimine,
732,10.1117/1.JRS.18.014509,Machine learning,Machine learning,RF,,mangrove species classification,0.386,11,,,2024,Mangrove ecosystem species mapping from integrated Sentinel-2 imagery and field spectral data using random forest algorithm,". Mangroves maintain coastal balance and have the greatest potential for carbon sequestration. Most mapping studies on mangroves have focused on their extent and distribution and rarely featured mangrove species. Therefore, the objective of our study is to investigate mangrove species mapping from integrated Sentinel-2 imagery and field spectral data using a random forest (RF) algorithm. Study areas are located in East and South Lampung, Indonesia. The field samples used represented 144 points of mangrove species. The classification method used an RF algorithm and four models with varying parameters: model 1 with Sentinel-2; model 2 with both Sentinel-2 and field spectral data; model 3 with Sentinel-2, field spectral data, and spectrally transformed data; and model 4 only with spectrally transformed data. The results showed that Rhizophora mucronata, Sonneratia alba, Avicennia lanata, and Avicennia marina were the most common mangrove species in these areas, with reflectance values in the range of 0.002 to 0.493, 0.006 to 0.833, 0.014 to 0.768, and 0.002 to 0.758. Permutation importance (PI) that affects the classification model is the red band, near-infrared, and green normalized difference vegetation index, where the most PI in model 3 is 0.283. The highest level of agreement for mangrove species is found in model 3. Model 3 is the best parameter for RF classification that showed the best mapping accuracy, with the overall accuracy, user accuracy, producer accuracy, and kappa value being 81.25%, 81.68%, 81.25%, and 0.80, respectively.",mangrove species,Q2,SPIE (Journal of Applied Remote Sensing),journal,"Sentinel-1, Sentinel-2",wetland; machine learning; field spectroradiometer; spectral reflectance; near-infrared,BLUE CARBON; CLASSIFICATION; VIETNAM; SEAGRASS,elimine,
405,10.1016/j.ecolind.2024.112430,Machine learning,Machine learning,RF,,vegetation mapping and monitoring,1.491,11,,,2024,Effects of disturbances on the spatiotemporal patterns and dynamics of coastal wetland vegetation,"The coastal wetlands represented by mangroves are vulnerable to disturbances. To clarify the effects of disturbances quantitatively on mangroves, spatiotemporal changes in land use and land cover (LULC) were compared between the inside and outside of mangroves during 1988 and 2020 in Bangladesh by remote sensing. The mangrove region, which had diverse surface greenness due to natural and anthropogenic disturbances, were surveyed. Changes in greenness were estimated by five vegetation indices (VIs). To increase in the accuracy of land use classification, the five VIs were combined under a random forest (RF) classifier. The five VIs were: normalized difference vegetation index (NDVI), green NDVI (GNDVI), soil-adjusted VI (SAVI), green-red VI (GRVI) and enhanced VI (EVI), using data obtained from Landsat TM (30 m resolution) and Sentinel-2A (10 m) via Google Earth Engine. A Moran's I analysis showed a random pattern of training samples of LULC classes for integrated RF classification. The classification accuracy was evaluated using the reference point data with multiple comparisons of VIs and kappa coefficient. The area was classified into eight LULC classes. Although the respective VIs depicted unique characteristics, the accuracies of them were less than 89 %. The integrated classifier improved the accuracy of 96-97 % with kappa of 0.96 in 1988 and 0.97 in 2020. The VI-integrated RF was the most effective classifier for LULC, particularly for separating mangroves from homestead vegetation. The changes for 32 years showed that the dense mangrove occupied 42 % of surveyed area in 1988 but declined ca 622 km2 in 2020, whereas sparse mangrove and aquaculture increased by 487 km2 and 464 km2, respectively, out of the total area of 8,360 km2. The changes in LULC classes were mostly from dense mangroves to sparse mangroves, sparse mangroves to dense mangroves and from cropland to bare land and aquaculture. Inaccessible mangrove degradation should result from natural disturbances, i.e., tropical cyclones, while areas near forest boundaries were distorted by anthropogenic disturbances such as aquaculture development. The restoration of habitat quality, mangrove afforestation and sustainable aquaculture practices were effective indicators for improving the mangrove ecosystems. Since natural and anthropogenic disturbances induce substantial loss of mangrove vegetation, the VI-integrated RF classifier should be applied for monitoring LULC and for developing the sustainable management strategies.",mangrove forests,Q1,Elsevier (Ecological Informatics),journal,"Sentinel-2, Landsat",Mangrove; Disturbances; Satellite imagery; Vegetation indices; Random forest; Land use and land cover (LULC) change,MANGROVE FOREST; TIME-SERIES; SUNDARBANS; COVER; INDEX; LAND; CLASSIFICATION; CONSERVATION; BANGLADESH; DENSITY,elimine,
222,10.1016/j.ocecoaman.2024.107307,Machine learning,Machine learning,RF,,mangrove mapping and monitoring,1.245,9,,,2024,Building a mangrove ecosystem monitoring tool for managers using Sentinel-2 imagery in Google Earth Engine,"Mangroves are among the most productive ecosystems worldwide, providing numerous ecological and socioeconomic co-benefits. Though highly adapted to fluctuating environmental conditions, increasing disturbances from climate change and human activities have caused significant losses. With increasing environmental uncertainties, adaptive management is necessary to monitor and evaluate changes, and to understand drivers of mangrove decline. Effective management requires access to accurate, current, and multitemporal data on mangrove cover, but such data is often lacking or inaccessible to managers. We present mangrove cover maps for Puerto Rico, the U.S. Virgin Islands, and the British Virgin Islands for the years 2020, 2021, and 2022. We used the Random Forest machine learning technique in Google Earth Engine (GEE) to classify Sentinel-2 multispectral imagery (MSI) and created mangrove vegetation maps at 10 m resolution, with classification accuracies greater than 85%. We host and present the maps in an easy-to-use GEE decision support tool (DST) for managers and policy makers that allows for evaluation of change over time. We also provide a mapping workflow fully implemented in GEE that allows for the production of subsequent maps with minimal technical expertise required. The DST and mapping workflow can help users to detect impacts of disturbances on mangrove vegetation and to monitor progress of conservation interventions such as rehabilitation or legal protection. Furthermore, our mapping approach differentiates between intact and degraded mangrove vegetation, and the increased spatial resolution of Sentinel-2 MSI imagery allowed us to capture mangrove patches that had not been previously mapped by studies using coarser resolution imagery. Our assessment of mangrove cover change between years indicated patterns of loss and recovery likely associated with disturbances, natural recovery and/or human driven restoration.",mangrove cover,Q1,Elsevier (Ocean & Coastal Management),journal,Sentinel-2,Mangrove cover; Vegetation index; Ecosystem management; Remote sensing; Caribbean,FORESTS; PROTECTION; INDEX; WATER,elimine,
410,10.3390/rs16193569,Machine learning,Machine learning,RF,,vegetation mapping and monitoring,1.019,3,,,2024,Enhanced Monitoring of Sub-Seasonal Land Use Dynamics in Vietnam's Mekong Delta through Quantile Mapping and Harmonic Regression,"In response to economic and environmental challenges like sea-level rise, salinity intrusion, groundwater extraction, sand mining, and sinking delta phenomena, the demand for solutions to adapt to changing conditions in riverine environments has increased significantly. High-quality analyses of land use and land cover (LULC) dynamics play a critical role in addressing these challenges. This study introduces a novel high-spatial resolution satellite-based approach to identify sub-seasonal LULC dynamics in the Mekong River Delta (MRD), employing a three-year (2021-2023) Sentinel-1 and Sentinel-2 satellite data time series. The primary obstacle is discerning detailed vegetation dynamics, particularly the seasonality of rice crops, answered through quantile mapping, harmonic regression with Fourier transform, and phenological metrics as inputs to a random forest machine learning classifier. Due to the substantial data volume, Google's cloud computing platform Earth Engine was utilized for the analysis. Furthermore, the study evaluated the relative significance of various input features. The overall accuracy of the classification is 82.6% with a kappa statistic of 0.81, determined using comprehensive reference data collected in Vietnam. While the purely pixel-based approach has limitations, it proves to be a viable method for high-spatial resolution satellite image time series classification of the MRD.",mangrove forests,Q1,MDPI (Remote Sensing),journal,"Sentinel-1, Sentinel-2",land use dynamics; Mekong River Delta; Sentinel-2; Sentinel-1; Google Earth Engine; time series; Fourier transform; quantile mapping; rice seasonalities,RICE CROPPING SYSTEMS; HA TIEN PLAIN; TIME-SERIES; MANGROVE FOREST; TREE-COVER; NDVI DATA; TRA-VINH; AREAS; FIELDS; INDEX,elimine,
107,10.3390/rs16203802,Machine learning,Machine learning,RF,,mangrove mapping and monitoring,1.019,2,,,2024,An Innovative Tool for Monitoring Mangrove Forest Dynamics in Cuba Using Remote Sensing and WebGIS Technologies: SIGMEM,"The main objective of this work was to develop a viewer with web output, through which the changes experienced by the mangroves of the Gran Humedal del Norte de Ciego de Avila (GHNCA) can be evaluated from remote sensors, contributing to the understanding of the spatiotemporal variability of their vegetative dynamics. The achievement of this objective is supported by the use of open-source technologies such as MapStore, GeoServer and Django, as well as Google Earth Engine, which combine to offer a robust and technologically independent solution to the problem. In this context, it was decided to adopt an action model aimed at automating the workflow steps related to data preprocessing, downloading, and publishing. A visualizer with web output (Geospatial System for Monitoring Mangrove Ecosystems or SIGMEM) is developed for the first time, evaluating changes in an area of central Cuba from different vegetation indices. The evaluation of the machine learning classifiers Random Forest and Naive Bayes for the automated mapping of mangroves highlighted the ability of Random Forest to discriminate between areas occupied by mangroves and other coverages with an Overall Accuracy (OA) of 94.11%, surpassing the 89.85% of Naive Bayes. The estimated net change based on the year 2020 of the areas determined during the classification process showed a decrease of 5138.17 ha in the year 2023 and 2831.76 ha in the year 2022. This tool will be fundamental for researchers, decision makers, and students, contributing to new research proposals and sustainable management of mangroves in Cuba and the Caribbean.",mangrove,Q1,MDPI (Remote Sensing),journal,Sentinel-2,mangrove; Sentinel-2; webvisor; machine learning,VEGETATION; DIFFERENCE; IMAGERY; COVER; INDEX; CLASSIFICATION; ALGORITHMS; DRIVEN; CLOUD; COAST,elimine,
795,10.1007/s42974-025-00252-7,Machine learning,Machine learning,RF,,mangrove mapping,0.468,1,,,2025,Mapping plant taxonomic diversity and spatial structure of mangrove communities with spaceborne imagery,"Mangrove communities provide vital and unique goods and services to humanity and coastal and marine systems, but they are some of the most threatened plant communities on Earth. Thus, understanding their spatial structure and distribution of plant diversity is central to devising effective conservation and management interventions. Nevertheless, studies mapping spatial structure and plant diversity in these communities remain scarce, as the existing ones have been limited to horizontal structure and field-based diversity. This study mapped plant taxonomic diversity and spatial structure of mangrove communities in a protected area in eastern Africa by employing Sentinel-2B satellite imagery. Supervised classification techniques were used to map mangrove patches using the random forest algorithm. The BiodivMapR R package was used to map the plant diversity. Landscape metrics were employed to map the spatial structure, specifically the configuration, distribution, and structural connectivity of mangrove patches. A total of 1773 mangrove patches were recorded, with a mean fractal dimension index and aggregation index of 1.75 and 96.80%, respectively. Patches with high connectivity importance were concentrated in the central parts of the study area. The estimated diversity (Shannon-Wiener Index) ranged from 0 to 1.91, with a mean of 0.54. There was a significant positive correlation between the diversity estimated by satellite images and observed in the field, with R2 = 0.77 and RMSE = 0.0729. Although the mangroves are still in good conservation status, improving conservation efforts is needed to ease the edge effect and increase patch quality and connectivity. This study advances meaningful baselines for understanding spatial arrangement, large-scale plant biodiversity, and the quality of mangrove patches, which is crucial for developing effective conservation measures.",mangrove patch,Q2,springer (Community Ecology),journal,Sentinel-2,Alpha diversity; biodivMapR; Landscape connectivity; Mangrove patch; Spectral diversity,HABITAT AVAILABILITY; SPECTRAL DIVERSITY; SPECIES RICHNESS; STEPPING STONES; EDGE INFLUENCE; CONNECTIVITY; FORESTS; LANDSCAPE; HYPOTHESIS; PATCHES,elimine,
958,10.1016/j.apgeog.2020.102319,Machine learning,Machine learning,RF integrated in dzetsaka tool,,Aboveground biomass,1.313,85,,,2020,"Quantifying the impact of industrialization on blue carbon storage in the coastal area of Metropolitan Semarang, Indonesia","This study investigated the impact of the coastal industrialization policy which began in 2015 in Indonesia. Because this policy has effected physical change on the environment, it requires quantification to determine its driving factors, and to formulate solutions to its problems. In doing so, this research used remote sensing and machine learning techniques. Satellite data from Sentinel-2A were acquired for the years 2015 and 2019 for LULC model, and Landsat 8 OLI for industrial growth model in coastal area. The data were processed using QGIS 3.8 software with machine learning techniques, the Random Forest algorithm, and sci-kit learn library from Dzetsaka tools. The results showed that changes in land use and land cover areas significantly contributed to the loss of blue carbon storage of more than 20%. This finding confirms that the industrialization policy on the coastal area needs to be reviewed, and land use monitoring must be more strictly regulated.",blue carbon storage,Q1,Elsevier (Applied Geography),journal,"Sentinel-2, Landsat",Industrialization; Coastal area; Semarang metropolitan region; Blue carbon storage; Sentinel 2-A; QGIS Dzetsaka tools,LAND-COVER CHANGE; MANGROVE DEFORESTATION; FOREST; SENTINEL-2; WETLANDS; STOCKS; CITY; CLASSIFICATION; VULNERABILITY; ADAPTATION,elimine,tool
968,10.2166/wcc.2023.238,Machine learning,Machine learning,"RF, SVM",,coastal wetland mapping,0.732,0,,,2024,Random forest and support vector machine classifiers for coastal wetland characterization using the combination of features derived from optical data and synthetic aperture radar dataset,"Mapping mangrove forests is crucial for their conservation, but it is challenging due to their complex characteristics. Many studies have explored machine learning techniques that use Synthetic Aperture Radar (SAR) and optical data to improve wetland classification. This research compares the random forest (RF) and support vector machine (SVM) algorithms, employing Sentinel-1 dual polarimetric C-band data and Sentinel-2 optical data for mapping mangrove forests. The study also incorporates various derived parameters. The Jeffries-Matusita distance and Spearman's rank correlation are used to evaluate the significance of commonly used spectral indices and SAR parameters in wetland classification. Only significant parameters are retained, reducing data dimensionality from 63 initial features to 23-33 essential features, resulting in an 18% improvement in classification accuracy. The combination of SAR and optical data yields a substantial 33% increase in the overall accuracy for both SVM and RF classification. Consistently, the fusion of SAR and optical data produces higher classification accuracy in both RF and SVM algorithms. This research provides an effective approach for monitoring changes in Pichavaram wetlands and offers a valuable framework for future wetland monitoring, supporting the planning and sustainable management of this critical area.",mangrove,Q2,Journal of Water and Climate Change,,"Sentinel-1, Sentinel-2",Google Earth Engine (GEE); Jeffries-Matusita distance; mangrove; random forest classification; Sentinel-1; synthetic aperture radar (SAR),POLARIMETRIC SAR; CLASSIFICATION; IMAGERY,elimine,
298,10.1007/s12040-024-02463-4,Machine learning,Machine learning,"RF, SVM",,mangrove mapping and monitoring,0.417,0,,,2024,Comparative evaluation of machine learning algorithms for Coringa Mangroves mapping with satellite imagery and spectral indices,"This research utilises the capabilities of Google Earth Engine, a cloud-based computing platform, to conduct a comprehensive spatiotemporal assessment of the Coringa mangrove. Situated within the Coringa Wildlife Sanctuary in Andhra Pradesh, India, this mangrove - the country's second largest - is evaluated across various timeframes: 1999, 2002, 2007, 2013, 2017, and 2022. ML algorithms - Random Forest and Support Vector Machine with an RBF kernel - are employed. These algorithms analyze band composites derived from Landsat-7 ETM+ (1999, 2002, 2007), Landsat-8 (2013, 2017), and Sentinel-2 MSI (2022) satellite images. This analysis incorporates key spectral indices and utilises two spectral index thresholds for mangrove classification: one derived from established literature that identifies common thresholds at which mangroves typically occur (standard threshold), and the other is a customised threshold obtained from individual spectral index maps, tailored specifically to delineate mangrove areas in the study area (customized threshold). The results show that RF, particularly with the CT, outperforms all other methods, including RF with the ST and SVM with both thresholds, in terms of training and testing accuracy. These findings affirm the effectiveness of RF with the CT approach in accurately differentiating mangrove areas, emphasizing the critical role of threshold selection in enhancing the accuracy and competence of classification methods for mapping mangrove ecosystems.",coringa mangrove,Q2,Springer (Journal of Earth System Science),journal,"Sentinel-2, Landsat",Coringa mangroves; Google Earth Engine; random forest; satellite imagery; spectral indices; support vector machine,GODAVARI DELTA; ANDHRA-PRADESH; EAST-COAST; FOREST; CLASSIFICATION,elimine,
